description,image,lettre,nom
,https://cdn.myanimelist.net/r/50x70/images/manga/3/12458.jpg?s=2975137e7dcef73dfe8db5a3c9811758,D,D.Gray-man: Reverse
"It's Noh-A's first day at Amityville High School, and her reception is chilly to say the least. Brutal might be a better description! Decapitated but not dead (or is she??), Noh-A quickly realizes tha...",https://cdn.myanimelist.net/r/50x70/images/manga/3/55257.jpg?s=44dd87eb9ab482f0541abf6044c4ac2c,J,Jack Frost
Arata gives his girlfriend 'skin to skin loving' when his girlfriends little twin brothers wanna know what 'skin to skin loving' means... There's only one way for Arata to show Kagari and Natsumi what...,https://cdn.myanimelist.net/r/50x70/images/manga/3/10603.jpg?s=ae6fb52fc31d937780b816c32c392538,J,Jack In The Box
,https://cdn.myanimelist.net/r/50x70/images/manga/3/254222.jpg?s=5bba6b327bc840cd90b1a09fe6da3912,J,Jack Jeanne: Kageki
,https://cdn.myanimelist.net/r/50x70/images/manga/3/161237.jpg?s=4be8b66dea59437cd5c1c87843ac887d,M,M to M
"Mitsuru is beautiful, graceful and admired by many people, but she has a weird problem—a single, violent movement against her can get her begging sweetly for more! Her nickname M, also stands for maso...",https://cdn.myanimelist.net/r/50x70/images/manga/3/270468.jpg?s=cb0de5e927ad4414f471b49248e5a1e0,M,M to N no Shouzou
,https://cdn.myanimelist.net/r/50x70/images/manga/2/187294.jpg?s=16d9f15d28b7a24cfdc31f717a2fe6fd,M,M x M! Imouto to Seitokaichou
,https://cdn.myanimelist.net/r/50x70/images/manga/1/197489.jpg?s=0ce9e827a81017f760c3c009019135a5,O,Oaite to Tsunagarimashita
Composed of several stories : 1) How Does it Taste? (Oaji wa Dou Desu ka); Mikura says he loves how transfer student Araki smells. Will Araki give him a taste at the culture festival? 2) And Then What...,https://cdn.myanimelist.net/r/50x70/images/manga/2/86489.jpg?s=40ba770b5e6807bb0d6e42785d33fabe,O,Oaji wa Dou desu ka?
1. Oomisoka 2-6. Demodori Mama 7-10. Kobushi,https://cdn.myanimelist.net/r/50x70/images/manga/1/115195.jpg?s=31c37981a628ce56e934c11a978f43cd,O,Oasis
"Ichinose Kaname, 22 years old and graduating Psychology, makes her brother’s detective agency her preferred career choice. But that’s a world of sly dogs and old troopers. Will the newbie female detec...",https://cdn.myanimelist.net/r/50x70/images/manga/2/44369.jpg?s=fada56b64fc9aefffc767cbd2c0eca40,P,P.D. Agency no Hokokusho
Adapted from Sawai Kujira’s story about a Japanese man arrested in Cambodia. (Source: MU),https://cdn.myanimelist.net/r/50x70/images/manga/1/160482.jpg?s=69735e8079fd1543de4bc33be51c6730,P,P.I.P.
,https://cdn.myanimelist.net/r/50x70/images/manga/3/243457.jpg?s=1a07dfa1a556eed6b6e4c0de38d1abfd,P,P.K. Genius
"The story is set in the Meiji Times, Japan's opening door to the world. Shino has been brought up as the inheritor of an old and famous comestic shop in Tokyo -- since her father doesn't have a son, i...",https://cdn.myanimelist.net/r/50x70/images/manga/3/252617.jpg?s=c6f9af54d73d4bc9f327684cede161fc,N,N.Y. Komachi
,https://cdn.myanimelist.net/r/50x70/images/manga/3/151932.jpg?s=089065ca0b722dd217f8c8726e601499,N,Na mo Naki Hana wo Mederu Hi ni
A collection of sad/dark stories set in the town of Carocheila.,https://cdn.myanimelist.net/r/50x70/images/manga/1/288047.jpg?s=8758033cf85ed638c85e205a671ccd7b,N,Na mo Naki Hitsuji-tachi no Machi: Story of Carocheila
An anthology of BL short stories by various mangaka.,https://cdn.myanimelist.net/r/50x70/images/manga/2/283719.jpg?s=ee99213a028e16a0ef01df9f955d18fe,R,R-40 BL
R-Chuugakusei talks about three teenager's daily and sexual life.,https://cdn.myanimelist.net/r/50x70/images/manga/3/210679.jpg?s=3c81fbe301f0a4142d66dab49413b628,R,R-Chuugakusei
,https://cdn.myanimelist.net/r/50x70/images/manga/2/68663.jpg?s=01c24bb379aff08cb74d80d23aeccfe8,R,R-Tekikaku
,https://cdn.myanimelist.net/r/50x70/images/manga/2/163880.jpg?s=1ba8294f7faa4037590df1a2f10388c4,Q,Q-Jutsuka!
A 4-koma gag manga based on Transformers.,https://cdn.myanimelist.net/r/50x70/images/manga/2/35683.jpg?s=846f57290accf8f34c69b5d107988bec,Q,Q-Robo Transformer
,https://cdn.myanimelist.net/r/50x70/images/manga/3/190852.jpg?s=bf45133f6d195869cf1a604d5362b2af,Q,"Q. Moshikashite, Isekai wo Sukutta Eiyuu-san desu ka?"
"Momona is an ordinary junior-high school student hailing from Jewel Land. At her cousin's wedding, she envies the bride, Lady Diana, due to the fact that she is marrying the cousin who she had a sligh...",https://cdn.myanimelist.net/r/50x70/images/qm_50.gif?s=e1ff92a46db617cb83bfc1e205aff620,L,Lady Jewelpet
The main character learns a surprising fact: a filthy mouth can be a turn-on.,https://cdn.myanimelist.net/r/50x70/images/manga/1/12731.jpg?s=3841618e2253ee19de13f97c0cae4bda,K,Ka-i-ka-n♥Spiral
AiON Bangaihen: 1. Anju to Ayashii Futago 2. Kouya no Tabi 3. Shumi no Jikan 4. Seine Tokyo e Iku Karin Bangaihen: 5. Brownlic no Mori no Maigo AiON Spin-off: 6. Mahou Shoujo Magical Seine,https://cdn.myanimelist.net/r/50x70/images/manga/2/136267.jpg?s=7a7786cbd75102d87c25987c55ef9721,K,Ka-Non
"Mei Shirakura is a dim-witted, super-genius high school freshman. Ever since she was saved from becoming a delinquent, she believes that Naoki Daito, an upperclassman at the same school and himself a...",https://cdn.myanimelist.net/r/50x70/images/manga/1/14992.jpg?s=c4dd295e6902930042040c5f350ebb68,K,Ka.re.shi
,https://cdn.myanimelist.net/r/50x70/images/manga/1/23275.jpg?s=e1df8b9c035b0f48a45146448980213c,I,I Can't Get!!
Exceptional abilities. Good looks that won't go unnoticed. A well-to-do family. A life on a well-worn path. Everything was boringly perfect. Until one day at the age of thirty... Kim Tae-joon impulsiv...,https://cdn.myanimelist.net/r/50x70/images/manga/2/291302.jpg?s=30546ad9a4040d1389ff42cb36fb7457,I,I Can't Wait To Eat You
"Obsessed with medieval fantasies, Marina develops a revolutionary VR device that can bring fictional worlds to life. Her dreams come true when she transports herself to Lasnarok, the setting of her ow...",https://cdn.myanimelist.net/r/50x70/images/manga/1/262808.jpg?s=d2a4a12a2f1d2b78f41f721f1f248372,I,I Choose the Emperor Ending
"Daisuke Niwa is an ordinary, if slightly unlucky, middle school student. On his fourteenth birthday, he comes down with a 'condition' that has plagued the men in his family for three hundred years. Wh...",https://cdn.myanimelist.net/r/50x70/images/manga/2/145023.jpg?s=05fcce04b2cd3dbb27d0ac0f60265e1f,D,D.N.Angel
"Old Gods are invading Earth, possessing humans and baring naked their most wicked emotions. The most powerful 'disciples' of these evil demons are called 'mages.' The story concentrates on two such pe...",https://cdn.myanimelist.net/r/50x70/images/manga/2/120805.jpg?s=89fe1cafdf9c53dcc636d95842d14b55,D,D.Y.N. Freaks
"Doris Ruridou is young princess who had just entered Teito Academy. She is also a Panzer, a person with special abilities and fights with a weapon called a ""tool."" Shortly after entering, her older si...",https://cdn.myanimelist.net/r/50x70/images/manga/3/248297.jpg?s=56eee2a61cc7cdc6963e9d67813cf7cb,D,D4 Princess
"Cicero City, a city infested with immigrants where people of all races scramble to find work and shelter. Infested with destruction and slaughter, it's a chaotic society. Living on the outside of soci...",https://cdn.myanimelist.net/r/50x70/images/manga/1/259164.jpg?s=a876170489de8453e00d6422ff3e6f09,J,Jackals
"Keisuke Hara, a blunt high schooler with a heart of gold, and good-looking Masayuki Shinoda are close friends, fondly dubbed ""Shinohara"" by their classmates. Juggling many responsibilities at school a...",https://cdn.myanimelist.net/r/50x70/images/manga/3/181602.jpg?s=6f7d3bab8ca4a9013309624112d62d54,J,Jackass!
"1. Jacket Nuidara Saigo made 2. Boku wa Kimi dake no Hero 3. Boku no Himitsu ni Furenaide 4. Kiss, Shite Ii desu ka...? 5. Konya wa Kaesanai ",https://cdn.myanimelist.net/r/50x70/images/manga/2/46117.jpg?s=0736bbfbbca9844e2f7700d72bc8cb61,J,Jacket Nuidara Saigo made
,https://cdn.myanimelist.net/r/50x70/images/manga/3/170063.jpg?s=4e9f937004cb38140cdea421c6621f07,M,"M, comicer"
Yuuri and Yuuna are at it again! Yuuna provokes Yuuri and is eager for his punishment. This is a sequel to Sadist Warning and Book 11 in the Voyeur Report series. [from Liquid Eros],https://cdn.myanimelist.net/r/50x70/images/manga/3/57829.jpg?s=db8966b0a1937c5ddbc0352ee03d2819,M,M-ka Chuuihou!
"Kanako is an unattractive and not-so-capable office lady, until the day her mother passes away and she turns out to be the sole heiress of the old and elite Kinaga house. So suddenly, Kanako has not o...",https://cdn.myanimelist.net/r/50x70/images/manga/1/39836.jpg?s=acda3e5e004d0a6b00aa455204e313a6,M,M-shiki Princess
"Yagi Naoyuki has always been able to get any woman he wanted, and to him, that has always been a problem. It's come to the point where they would take drastic measures if he rejected them. Fed up with...",https://cdn.myanimelist.net/r/50x70/images/manga/1/3451.jpg?s=43ed78a02231f8aaafee33e541b6d226,O,Oasis Project
1. Oasobi mo Hodohodo ni (The Capricious Love is Moderate) 2. Interest 3. Boku wa Kimi no Pavlov no Inu 4. Kaori Kaoru 5. Kimi to nara 6. Oasobi no Ato wa,https://cdn.myanimelist.net/r/50x70/images/manga/1/229791.jpg?s=2baeee8df723aff2072aeef031fc4a35,O,Oasobi mo Hodohodo ni
"Two editors, Kudo and Hisakawa, find themselves in charge of the best seller Tarou and even run into each other at the famous writer's house on business. By the time their three-way meeting comes to a...",https://cdn.myanimelist.net/r/50x70/images/manga/2/255846.jpg?s=1ad262382a0d4d742e51df0ceacaed95,O,Oasobi wa Soko made
A collection of short stories.,https://cdn.myanimelist.net/r/50x70/images/manga/1/13508.jpg?s=fa5d6b35da42fc87e9c01cd9dc3b4724,P,P.S. Lovin' Song
P.S. Three-san is a manga by IKa which was originally posted online as a web comic but was recently published and sold in a book. The story is about this girl called PS3-san who is trying to become an...,https://cdn.myanimelist.net/r/50x70/images/manga/2/252411.jpg?s=5b777d7b15255dbd59123db2d4c78cf8,P,P.S. Three-san
"Wealthy girl Shirasagi Chihana woke one day to an empty house. Her father's company had gone under, and her parents had gone off traveling. They left Chihana all on her own to make her way to the boar...",https://cdn.myanimelist.net/r/50x70/images/manga/3/103641.jpg?s=04e66b38da81c3e6bdcb5e55d1ef811c,P,P.S.Restart
"Part of the angelic bureaucracy, Karasu is sent to earth to retrieve a demon living among humans. However, he's surprised to discover that Shirasagi only wants to throw away his heritage and his power...",https://cdn.myanimelist.net/r/50x70/images/manga/2/286041.jpg?s=93e133fd167d59e1353f3ad88d7f042a,N,Na mo Naki Tori no Tobu Yoake
"A boy who knows a persons' ""time until death"" and has the special ability to give away life; an existence known as Shisha (Messenger). This nameless boy meets a human girl, Kumi, who gives him the nam...",https://cdn.myanimelist.net/r/50x70/images/manga/1/123157.jpg?s=4681d01d23e4e4bf4f23afafddbb2d7f,N,Na no Nai Shisha
"The youngest of seven sisters, Nanaki's goal is to ""grow another 20cm and become an adult."" Now she's a senior in high school and still baffles her friends with her childish ways. But simple sincerity...",https://cdn.myanimelist.net/r/50x70/images/manga/1/7702.jpg?s=3e84301c61930c9df9600fa88d1429db,N,Na*Na*Ki!!
"Humanity has lost. By the end of World War Three, the R-virus has decimated 80% of the world's population. To make matters worse, the virus transforms the infected into mindless monsters who crave hum...",https://cdn.myanimelist.net/r/50x70/images/manga/2/281650.jpg?s=c4580babfaeae7705e3c176737d3f782,R,R-X: Rayer Hunter
,https://cdn.myanimelist.net/r/50x70/images/manga/2/94187.jpg?s=45cdb011caac9fc6cced48ca29296047,R,R.A
"Takeshi Takasaka always makes time to visit his ""girlfriend,"" even though she is nothing more than a fictional character within a virtual reality game. While immersed in his VR, Takeshi gets an unexpe...",https://cdn.myanimelist.net/r/50x70/images/manga/3/189700.jpg?s=380a47776555128aa349cf8831640534,R,R.E.I.N.A
,https://cdn.myanimelist.net/r/50x70/images/manga/3/160095.jpg?s=c6db784c55333272ebaa52651f40166a,Q,Q.E.D. iff: Shoumei Shuuryou
"Touma Sou is an MIT-graduated-student who comes back to Japan because he wants to know how it feels to be a high school student. Mizuhara Kana is a strong girl who loves sports. Together, they are par...",https://cdn.myanimelist.net/r/50x70/images/manga/1/156124.jpg?s=4191ecd94ed28e3ba558124f39bf24dc,Q,Q.E.D.: Shoumei Shuuryou
,https://cdn.myanimelist.net/r/50x70/images/manga/3/237319.jpg?s=d027649107af590e6e06f26f2ca47d08,Q,q.Tenjou no Ongaku
,https://cdn.myanimelist.net/r/50x70/images/manga/1/208358.jpg?s=58222e58527a8bb1ce315f537511085c,S,S
,https://cdn.myanimelist.net/r/50x70/images/manga/1/112165.jpg?s=6cf8970ece8ef7ab28f06ab4a398f75a,K,Kaasan ga Nandemo Shite Kureru
"1. Kaasan no Ijou na Aijou (Mother's Strange Love, Mother's Strange Affection) 2. Kaasan no Ijou na Aijou: Seifuku 3. Mousou Takumashi Kaasan 4. Kono Karada Hottoku Anata ga Warui no 5. Haha no Himego...",https://cdn.myanimelist.net/r/50x70/images/manga/1/156582.jpg?s=33da47cdcc54cac7b7c3ca89a4b7c923,K,Kaasan no Ijou na Aijou
"Everyone loves Mr. Perfect, team leader Dohoon Ji—except for one person, that is. For the past two years, Dajung has only had eyes for her coworker, Hyunwoo. On the night of the company dinner, Dajung...",https://cdn.myanimelist.net/r/50x70/images/manga/3/269696.jpg?s=749b2a66c01ff8678b5e003f2da3f4b0,I,I Confessed to the Boss!
"I possessed the friend of the male protagonist who suffers from an incurable disease. I just wanted to play a lot and enjoy my short life before I die, but the good male protagonist keeps interrupting...",https://cdn.myanimelist.net/r/50x70/images/manga/3/268873.jpg?s=f2d61fb2e8ecb2e229faa097df1e9db8,I,I Corrupted the Male Lead!
"Baroness Eleanor Mariche, renowned novelist and relationship expert, has been summoned by an ambitious duke to convince his son, Count Ryan Calabria, into marrying the princess. The problem is... not...",https://cdn.myanimelist.net/r/50x70/images/manga/2/264601.jpg?s=333619c19cc5b935cbff7715ef1de595,I,I Didn't Mean to Seduce the Male Lead!
,https://cdn.myanimelist.net/r/50x70/images/manga/2/250654.jpg?s=28e5d5c50c1959295a9a109de17cedad,D,D4DJ: The Starting of Photon Maiden
,https://cdn.myanimelist.net/r/50x70/images/manga/1/176312.jpg?s=9e284fad9d81313915991f062a6d2b24,D,D9: Seihitsu no Akuma Sousha
"In an era of competitive Idols, there's one idol group that gazes over all of them, overwhelming the masses and leading the idol world, the incarnation of Zeus himself… “Jupiter”.",https://cdn.myanimelist.net/r/50x70/images/manga/2/100673.jpg?s=90bc0b0dd92820188c0b8b89267fc0b1,D,D@YS OF Jupiter: THE IDOLM@STER
,https://cdn.myanimelist.net/r/50x70/images/manga/1/200512.jpg?s=0f9ecc262bf5fac57b93decf2a8d8f14,J,Jackpot ni Hohoende
"Frants came by a mechanical doll known as ""GEM"" as a memento of his lost grandfather. It is a beautiful work of art which can sing and dance, however, it never moves as if it's asleep. He wonders how...",https://cdn.myanimelist.net/r/50x70/images/manga/1/200838.jpg?s=e2507995ab4665d31e4a2ebe835dc861,J,Jade
The charismatic owner of the super popular ramen chain Tenshukaku passes away suddenly in an accident! His wife is left to try and hold the business together with the four branch managers of the chain...,https://cdn.myanimelist.net/r/50x70/images/manga/2/229439.jpg?s=757b97fd9f4eac1aecb2b4cdf7205d18,J,Jadou
"Mana is a beautiful girl with excellent grades. Unfortunately, due to difficult circumstances involving her parents, she works as a private tutor to lessen the burden on her parents as much as she can...",https://cdn.myanimelist.net/r/50x70/images/manga/3/189182.jpg?s=96d38343e58bd1d7f9cd64d3900b1cb3,M,M.A.N.A
"Namu goes to a school where all the elites get idolized by the 'non-elites'. From models to computer geniuses, these students make tons of money on their own! Because the school gates are always crowd...",https://cdn.myanimelist.net/r/50x70/images/manga/3/135229.jpg?s=57e8abfa3083da99bf0f6e38acc56b55,M,M.A.X.
“Cause trouble in Shibuya and I’ll hear everything.” Chiryu Mamoru is the former Shibuya Gang King (Crime Boss). Now he’s protecting the streets of Shibuya as the youngest lawyer in history. With an e...,https://cdn.myanimelist.net/r/50x70/images/manga/3/4291.jpg?s=57e7c301af01d9e1e5fd0c1974295123,M,M.C. Law
"""Beast men"" and humans have always been locked in conflict. Although treaties exist in an attempt to halt their battles, the prejudice between them can never be eradicated. Yakuza Haruomi Tengeji is a...",https://cdn.myanimelist.net/r/50x70/images/manga/1/238031.jpg?s=7bc58d95e3179597dc2ae221b193a7c2,O,Oath of Allegiance
"When love comes to town, the lives of four socially maladapted teens are turned upside down when rotating attractions, comedic misunderstandings, and general chaos forces them to reconsider everything...",https://cdn.myanimelist.net/r/50x70/images/manga/2/10560.jpg?s=e42966ee44fdc6439be5b930630c77d6,O,Oath to Love and Passion
"People are jealous of rookie rakugo performer Akatsuki, whose stage name is Kuroinu Hoteiya, for being the apprentice of the young and talented rakugo Master Koroku. Still, there's a couple of backsta...",https://cdn.myanimelist.net/r/50x70/images/manga/1/287126.jpg?s=d8408544ddb665fd28407b895f79a3c7,O,Oato ga Yoroshii you de.
"Hiromu is a boy who is terrible at every sport because he is weak, slow and untalented. He failed to get into any sport clubs, however he stumbled upon the ping pong club and surprisingly, he seemed t...",https://cdn.myanimelist.net/r/50x70/images/manga/3/178827.jpg?s=38a62531597e6e36d5128b321ee8e9ef,P,P2 - Let's Play Ping Pong!
Eriko wonders if Shino is just going out with her so that Eriko will do her homework for her. (Source: MU),https://cdn.myanimelist.net/r/50x70/images/manga/2/12922.jpg?s=8067001045f3834ce17f766deb92d654,P,P=NP?
 ,https://cdn.myanimelist.net/r/50x70/images/manga/2/36292.jpg?s=4b3b41eac112a6e516d071f2556c0e29,P,Pa-peki! Oneesan
The main character is on his way home after being dumped by his cheating girlfriend when he finds and picks up an abandoned girl cosplaying in a high school uniform.,https://cdn.myanimelist.net/r/50x70/images/manga/2/267498.jpg?s=cc8e7488f58f3970da0652bc46de33b5,N,Naa-tan to Goshujin-tama
"All Miharu Rokujou wishes for is a simple life. Unfortunately, he soon learns that he is in possession of a sacred and secret ninja art, the ""Shinra Banshou."" With this ability, Miharu is more likely...",https://cdn.myanimelist.net/r/50x70/images/manga/1/251337.jpg?s=2c8364034cac3856ddc1e9c5df7941f2,N,Nabari no Ou
"Set between chapter 56 and chapter 57 of Nabari no Ou. Miharu asks Yukimi where his childhood self has gone to. He sets off to the abandoned train while thinking about it, and gets off at the Garden o...",https://cdn.myanimelist.net/r/50x70/images/manga/3/161269.jpg?s=675af13ee4dadc4deb6eba8960a82cf6,N,Nabari no Ou dj - Osanagokoro no Niwa
,https://cdn.myanimelist.net/r/50x70/images/manga/3/67729.jpg?s=7f75afb037b0c2675e3c9aef565ab7c2,R,R.G.B!
"Transylvania Rose is a bored angel who descends to Earth to clean a few souls. When she witnesses a depressed undertaker slitting his wrists, Rose rips off one of her wings and gives it to the underta...",https://cdn.myanimelist.net/r/50x70/images/manga/3/254481.jpg?s=ffb35017fea6696a28ef4b0988a44680,R,R.I.P.
The new manga is a side story that is much darker than the Read or Die stories that came before it. It is set in a world where the death of books has been declared after the last printing press shuts...,https://cdn.myanimelist.net/r/50x70/images/manga/3/116735.jpg?s=f1d3de9f00b75dd0ce6cf748f9d08ac4,R,R.O.D Rehabilitation
,https://cdn.myanimelist.net/r/50x70/images/manga/1/197693.jpg?s=d1f33502af79e904386580b766b29cbe,Q,Q3
"1. Suki to Ienai…. Suki to Iwanai!! 2. Suki to Iwasetai!!? 3. Shitagi Sukeru Natsufuku (Transparent Underwear Under the Summer Clothes) 4. Suki Kirai Natsu Owari (Love, Hate, Summer, The End) 5. Osana...",https://cdn.myanimelist.net/r/50x70/images/manga/2/191469.jpg?s=93a5db79f57a2fd7b64727917402e70c,Q,QG: Q-to Girls
,https://cdn.myanimelist.net/r/50x70/images/manga/2/96725.jpg?s=e69139854674c8cf3c1ed4a9897f9914,Q,Qgirl
"Shiba is a detective in the fifth anti-organized crime division of the Tokyo Metropolitan Police, a.k.a. ""Anti-Gang 5"" specializing in handgun seizures. Shiba's secret weapon is ""S"" (""spy""), an inform...",https://cdn.myanimelist.net/r/50x70/images/manga/3/284068.jpg?s=10822b5e70b4f1d9241ec26c5a9df992,S,S
,https://cdn.myanimelist.net/r/50x70/images/manga/3/156758.jpg?s=e518d9b6e9e126227b13b0b6f0859577,S,S Ane
1. S dake ja Tarinai 2. Amai Himitsu wa Abakareru 3. Otona no Hajimete 4. Sasou Vanilla wa Mitsu no Aji 5. Oboreru Toiki ni Amai Wana,https://cdn.myanimelist.net/r/50x70/images/manga/2/150431.jpg?s=69b8a4aaa82c336c79ceea67aa2698a5,S,S dake ja Tarinai
1-4. Futari no Himitsu 5. Tomohaha Nikushoku Viking (All-You-Can-Eat Feat. Friend's Mom's Mea) 6. Fumie-sensei no Houkago Milk Time (Fumie-sensei's Detention Milky Pool) 7. Hatsujou Neesan no Dosukebe...,https://cdn.myanimelist.net/r/50x70/images/manga/3/248491.jpg?s=0735173cbb88f92a74a93eaf557d0959,K,Kaasan no Umoretai Karada
1. Kindan Koujou 2. Kayoi Jukubo 3. Futei na Kankei 4. Nijuu Soukan 5-6. Modorenai Boshi... (We Can't Go Back) 7-8. Boshi wo Koeta Hi 9-10. Etsuraku no Kizuna,https://cdn.myanimelist.net/r/50x70/images/manga/3/155100.jpg?s=dbf9de753906796fba7a2d3384d67778,K,Kaasan Shika Aisenai: Futei no Kizuna
1. Kaasan to Sex ni Oboreru 2-3. Mayonaka no Haha 4-5. AV Mama 6. Jukujo ga Daisuki nandesu!!! 7-9. Matching App,https://cdn.myanimelist.net/r/50x70/images/manga/1/228034.jpg?s=77df00199d9cf479101b21cb7c46a303,K,Kaasan to Sex ni Oboreru
"Mun Su is a strong girl with a weak heart. Wanting to pay off the debt of her uncle, she is going to work for the creditor. To her surprise, the guy she beaten up outside is...!!! (You can guess where...",https://cdn.myanimelist.net/r/50x70/images/manga/2/32725.jpg?s=ce533ec336c02e657334f86828925c8f,I,I do I do
"""Break up with him.""—What kind of a friend would say stuff like this to his best friend?! Jaesu Sang, a male friend of mine who wants me to break up with my boyfriend, and I, Wonsu Ha, who can never b...",https://cdn.myanimelist.net/r/50x70/images/manga/1/289704.jpg?s=f38a187d0192550666baf88d8e4cc3d5,I,I Don't Hate Us
"Having lived a miserable life, a man wishes to end it all by committing suicide, but he fails to do so because of his indecisiveness. Amid his contemplation, a scantily clad woman appears in front of...",https://cdn.myanimelist.net/r/50x70/images/manga/3/18815.jpg?s=ad91e12258fba8e991378f2e56fc5473,I,I Don't Know What I Don't Know
,https://cdn.myanimelist.net/r/50x70/images/manga/3/226825.jpg?s=59cedd52652bdbc9140c7ace5342bd74,D,Da Aphorism
"Every year the flowers bloom. Mysterious Cherry Blossoms blooming all over a crescent shaped island. That island is the island of Hatsune... The main character who goes to Kazami Academy, Asakura Junn...",https://cdn.myanimelist.net/r/50x70/images/manga/5/31756.jpg?s=7f3a0ea149b12742fd2605172f62510b,D,Da Capo
"Shio is a high school student. Her parents are abroad on business, so she lives with her older brother, Takaaki. They live a peaceful life, but Shio has a secret.... One day, twin brothers, Ryouhei an...",https://cdn.myanimelist.net/r/50x70/images/manga/3/34859.jpg?s=f84c6f3a75fca687eaea19164b8a201c,D,Da Capo Girl's Symphony
,https://cdn.myanimelist.net/r/50x70/images/manga/1/231588.jpg?s=2a30b836efc439202c4b7619f9c55cd6,J,Jadou Sniper
"Shintarou Jagasaki is an average neighborhood police officer who hates his job and ordinary life. Though he acts goofy around others and plans to marry his girlfriend in the near future, Shintarou sec...",https://cdn.myanimelist.net/r/50x70/images/manga/2/273180.jpg?s=666853bf37b6ada68e42c84e3fae90f3,J,Jagaaaaaan
,https://cdn.myanimelist.net/r/50x70/images/manga/2/242735.jpg?s=d9fc1cb4347ced1d6dfc8b129cceb81d,J,Jagaimo Hatake no Kodomotachi
"Deep underground, a scientist is transforming females into sex slaves. Some for selling, some for secret projects for his own enjoyment.",https://cdn.myanimelist.net/r/50x70/images/manga/3/174062.jpg?s=1b274ba55325db24e3581ffde1dbb113,M,M.E.M.: Yogosareta Junketsu
,https://cdn.myanimelist.net/r/50x70/images/manga/2/194949.jpg?s=56ba8f9387c7ab6368ccfc67f695a419,M,M.M Santa
"10 years in the past, the city of Tokyo was consumed by an unknown darkness. It started off as a black speck in the sky. As it grew in size, it consumed everything in its path, creating the area known...",https://cdn.myanimelist.net/r/50x70/images/manga/3/148117.jpg?s=beb14bacd1b1ce9f5e2ec21a0e5dd661,M,M3: Sono Kuroki Hagane
,https://cdn.myanimelist.net/r/50x70/images/manga/1/195558.jpg?s=11d04962ac4625dd72eb2dcfe8e5c8d3,O,Oazuke 1DK
,https://cdn.myanimelist.net/r/50x70/images/manga/2/161305.jpg?s=2bc802377fb6d3d0ed6ab1e857b8bf8a,O,Oazuke Lip
"Shun Nakanishi regularly has hectic work weeks as an editor of a weekly magazine. He often has to tough out long stakeouts to catch the latest scoop, leaving him with no time for any romantic relation...",https://cdn.myanimelist.net/r/50x70/images/manga/3/253501.jpg?s=1f4ea54c4ec3fcdf81d19ef720853498,O,Oazuke no Kiss no Yukue
,https://cdn.myanimelist.net/r/50x70/images/manga/2/223805.jpg?s=223b10f7b873804c35cbb95b802d9cd5,P,Pachinko Tenin A wa Idol ni Narenai
1-4. Paco Paco Rinarin (Hanky-Panky Rinarin) 5. Dakko shite! (Hug Me Tight!) 6. Enbo! Oshiri-hen 7. Do or Die 8. Jusei no Shikata 9. Ecchi Nakama (Lewd Friends) 10. Shishunki Virginal 2 (Virginal Pube...,https://cdn.myanimelist.net/r/50x70/images/manga/2/243811.jpg?s=594d181738894de988216278cd4fcc14,P,Paco Paco Princess
4. A Female Teacher's Sigh 5. Wakazuma no Yuutsu 6-8. Two Sisters And One Boy Vol. 1-3,https://cdn.myanimelist.net/r/50x70/images/manga/3/70395.jpg?s=57de9d6743ecd09c627c022ac046ce18,P,Paco-Paco
,https://cdn.myanimelist.net/r/50x70/images/manga/3/289932.jpg?s=6b0b4962ab032fd6ee0b63799ba89da1,N,Nabe de Naguru Isekai Tensei
,https://cdn.myanimelist.net/r/50x70/images/manga/3/267195.jpg?s=d422697e82273c76c249452fb9b5f27e,N,Nabe de Naguru Isekai Tensei
"Meet Juntaro, a Japanese fishing addict who was born and raised in what is perceived to be one of the roughest parts of Japan. It is through his lens where you can experience various parts of the worl...",https://cdn.myanimelist.net/r/50x70/images/manga/1/291074.jpg?s=5290e8993f6a7c0585c9bb2ad54a179b,N,Nabe ni Dangan wo Ukenagara
"Yomiko Readman's love for literature goes far beyond any run-of-the-mill bookworm's! In fact, she has a supernatural ability to manipulate paper in the most amazing ways. From turning a tiny scrap int...",https://cdn.myanimelist.net/r/50x70/images/manga/3/266047.jpg?s=c87386a4cf42914d0c98c7d0de27154d,R,R.O.D: Read or Die
"Michelle is a romantic daydreamer and hardcore book collector. Maggie is a soft-spoken bookworm who always gets mistaken for a boy. Anita is a tomboy who doesn't have time for reading. Together, they'...",https://cdn.myanimelist.net/r/50x70/images/manga/2/178270.jpg?s=ee75281e8b8662d71caf692ede419d39,R,R.O.D: Read or Dream
"Odaiba, Tokyo, a skyscraper devoid of human life. Woo had come from Hong Kong, bringing with him a rare book entitled ""The Black Book of Fairy Tales."" His counterpart was a blond Englishman. However,...",https://cdn.myanimelist.net/r/50x70/images/manga/2/179672.jpg?s=1aea33c1c272a3e6d5b7de0d7833f8a9,R,"R.O.D: Yomiko Readman ""The Paper"""
"Men Ji Yu of the Tian Tai Tribe has been invited by Ba Cha Ke Han to live with the tribe of Qi Dan. But because he can't understand the language of Qi Dan, the people of Qi Dan can't get along with Me...",https://cdn.myanimelist.net/r/50x70/images/manga/2/268458.jpg?s=da456e2fe27fafed6a917dfdc38afa7c,Q,Qi Dan Qu
